0,1,0,0,0,0,0,0,0,12,5,0,5,0,0,6,5,1,9,0,0,0,0,0,1,0,0,5,1,7,31,12,5,0,0,0,0,0,0,27,0,0,10,2,6,0,0,0,0,0,0,0,0,0,22,5,0,12,13,1,4,1,0,4,0,1,12,0,0,6,0,4,4,3,10,14,4,4,1,14,1,0,3,0,8,2,0,0,1,0,22,3,1,0,0,0,0,0,1,0,0,0,0,3,0,15,10,0,1,0,5,0,0,0,0,7,0,0,0,3,0,0,2,17,0,5,0,0,6,10,5,0,0,1,0,2,2,0,0,0,0,0,0,0,8,4,7,1,0,0,0,0,0,1,0,1,10,0,8,0,0,0,0,0,0,0,5,0,34,9,1,3,0,0,0,0,0,1,2,6,6,0,0,6,1,6,3,0,2,0,0,0
0,0,0,0,0,0,17,6,0,5,10,0,0,0,0,0,4,1,6,20,0,11,1,0,3,2,0,0,1,0,16,2,1,16,5,1,0,0,0,15,1,5,1,0,0,0,0,0,14,0,2,0,0,0,0,0,0,6,9,0,10,2,0,16,3,10,13,7,6,18,0,0,9,1,6,0,1,1,5,4,1,5,4,12,1,1,1,6,0,0,1,18,0,0,0,0,12,7,0,3,0,2,0,0,0,15,3,10,2,0,1,18,3,1,17,7,5,0,2,10,3,0,0,8,1,2,6,2,4,10,2,1,0,7,3,19,4,3,10,8,5,3,0,0,5,0,0,0,0,0,2,0,1,5,0,0,3,10,4,0,0,3,0,0,0,2,3,0,16,0,0,2,1,7,0,0,0,8,5,0,10,4,3,7,8,1,0,1,0,0,0,0
0,0,0,0,0,0,20,8,1,1,9,4,0,1,0,7,7,1,7,23,4,11,0,0,1,0,0,0,0,0,14,3,0,12,3,0,0,0,0,15,1,2,1,0,2,0,2,0,12,2,0,0,0,0,0,12,2,5,9,7,6,0,0,15,1,8,9,5,0,14,0,1,15,0,0,10,2,0,11,6,0,4,4,8,0,0,0,14,1,8,1,19,0,0,0,0,8,5,0,1,3,0,0,0,0,18,5,13,6,0,1,14,1,0,15,8,7,12,0,10,0,2,3,12,1,0,13,0,0,6,0,0,0,8,0,23,17,1,10,13,0,2,0,0,3,5,1,0,0,0,0,0,0,1,6,3,0,8,0,0,0,0,0,0,0,8,8,0,15,2,0,4,0,1,0,0,0,4,3,0,13,2,2,3,6,0,0,0,0,0,0,0
0,0,0,2,0,0,20,6,10,0,13,3,0,0,0,4,11,1,6,26,0,7,0,0,0,0,0,4,8,2,10,1,0,8,1,0,0,0,0,13,6,1,6,9,2,0,0,0,8,0,0,5,0,0,0,16,0,1,7,3,2,3,0,11,0,2,5,3,0,21,0,3,19,2,0,6,0,0,9,4,0,0,2,2,4,1,1,11,1,4,1,17,1,0,0,0,4,4,0,1,1,2,0,0,0,15,3,8,3,5,3,16,0,0,18,6,1,8,0,4,0,0,0,14,1,1,9,0,0,2,0,0,1,8,2,19,15,0,6,11,0,0,0,0,13,6,0,0,0,0,0,0,0,0,4,0,0,13,3,0,0,0,0,0,0,4,6,5,11,2,0,0,0,0,0,0,0,11,1,1,11,1,1,5,4,0,0,0,0,0,3,1
1,1,0,2,0,2,16,7,5,2,13,1,0,0,0,4,10,1,5,32,1,3,0,0,0,0,0,0,6,0,12,0,1,4,0,0,0,0,0,11,4,1,5,7,0,0,0,0,4,0,0,3,1,2,2,14,0,2,8,1,1,1,0,7,1,1,1,1,0,30,2,0,25,2,1,2,0,0,5,2,0,3,4,4,0,0,0,9,6,2,1,20,0,0,0,0,0,2,0,0,0,0,0,0,0,12,1,3,0,3,0,15,0,1,19,4,1,4,0,0,2,3,0,13,1,1,5,0,0,0,0,0,3,6,0,16,19,5,2,9,0,0,0,0,15,4,0,1,0,0,0,0,0,0,2,0,0,11,0,1,1,0,0,0,0,0,4,5,7,0,0,0,0,0,2,0,0,10,7,1,7,0,2,1,2,0,4,1,0,0,1,0
0,0,0,0,0,0,14,5,0,0,11,0,1,2,0,9,9,2,6,32,0,0,3,4,0,0,0,14,4,1,16,5,1,0,0,0,1,3,0,18,2,2,4,5,2,0,0,0,0,7,2,0,1,0,3,15,1,0,6,0,1,0,0,3,0,0,0,0,0,26,12,4,21,2,0,0,0,0,1,0,0,0,2,0,5,0,0,7,4,0,7,21,2,0,0,0,2,1,4,0,0,0,0,0,0,8,0,0,0,3,0,12,0,1,15,2,0,0,2,0,0,1,0,9,0,0,2,8,2,0,0,1,0,4,0,13,18,1,10,10,1,2,2,0,11,2,0,2,0,1,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,1,5,0,3,0,0,0,0,0,0,0,0,10,6,1,3,0,0,8,0,0,0,0,0,0,2,0
0,0,0,0,0,0,10,3,0,4,9,0,0,0,0,5,7,0,2,30,0,3,1,0,0,0,0,10,2,0,13,5,0,2,0,0,0,3,0,15,1,7,6,5,1,0,0,0,3,7,0,5,0,0,4,13,0,6,7,1,7,1,1,0,1,0,0,0,0,22,10,0,17,1,1,0,0,0,0,0,0,0,0,0,2,0,2,3,2,0,4,30,3,0,1,1,0,3,7,0,0,0,6,0,1,5,0,0,1,1,6,9,4,1,11,0,1,1,1,7,2,0,0,17,0,0,0,6,0,0,0,1,0,2,0,9,16,0,6,8,0,1,4,0,7,5,0,0,1,0,0,0,0,1,5,3,0,7,0,0,0,0,0,0,0,0,7,2,0,0,0,2,3,0,0,0,0,11,6,4,3,0,0,4,0,0,3,0,0,0,0,0
0,0,0,2,1,1,7,3,7,2,8,2,0,0,0,1,5,0,7,28,1,1,1,2,3,0,0,6,0,0,9,3,0,0,0,0,0,2,1,11,0,1,6,5,2,1,0,0,3,5,0,1,0,0,0,11,0,4,8,5,16,1,0,0,0,0,0,0,0,18,8,0,21,0,0,0,0,0,0,0,0,0,13,0,0,0,0,3,1,2,7,28,0,0,1,1,0,1,1,0,0,0,2,0,0,3,0,3,9,1,0,7,4,2,7,0,0,8,1,1,2,2,1,22,0,1,4,5,0,7,0,1,0,0,1,6,16,1,2,6,0,0,5,0,6,6,0,0,0,0,0,1,3,0,3,0,5,6,4,0,0,0,0,0,1,0,5,0,0,0,0,1,1,2,0,0,0,7,4,0,0,0,0,8,0,0,0,1,0,0,0,0
0,0,0,1,0,0,3,1,1,0,6,0,3,1,1,0,3,0,3,26,1,2,1,3,0,0,0,11,1,7,5,1,0,0,0,0,0,0,0,17,1,0,2,3,0,0,0,0,9,3,0,0,0,0,0,9,0,0,6,1,12,0,0,0,0,0,0,0,0,21,7,2,17,0,0,1,1,1,0,0,0,0,11,0,0,1,0,2,0,0,3,26,0,0,0,0,3,3,4,0,0,0,0,0,0,0,0,0,7,3,4,3,2,0,3,0,0,4,0,0,0,0,0,18,0,0,1,6,10,3,0,0,0,0,0,3,14,0,10,4,0,1,7,0,8,6,0,5,0,0,0,0,0,3,13,0,18,4,0,0,0,0,0,3,0,0,3,0,5,7,3,0,0,0,0,0,0,3,2,0,2,0,1,4,0,0,0,0,0,0,0,0
4,0,1,0,0,0,0,0,0,0,4,0,0,0,0,1,4,7,0,24,0,3,0,1,1,0,0,8,0,10,1,0,0,0,0,0,0,0,0,13,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,9,0,1,4,1,8,5,6,0,0,0,4,2,4,17,5,0,15,0,0,0,0,0,5,0,0,0,9,0,1,0,1,0,0,0,4,25,4,0,0,0,3,1,0,0,0,0,5,0,0,2,7,1,4,1,1,0,0,0,1,6,0,3,1,3,6,0,0,14,0,0,10,5,4,0,0,0,0,0,0,0,12,0,6,2,0,0,5,0,4,4,0,1,0,0,0,2,3,15,11,0,14,3,1,0,0,0,2,1,0,1,2,0,2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,0
